No	Tweets	Label
776	@USER @USER @USER Well if Osuna did do that than he's the <b>ass</b> Not really sure why you went there. Are you claiming I punch women? If you are sir you are the asshole and completely wrong. My tweet had nothing to do with Osuna it was a clear fact tha	Yes
777	@USER @USER @USER Well if Osuna did do that than he's the ass Not really sure why you went there. Are you claiming I punch women? If you are sir you are the <b>asshole</b> and completely wrong. My tweet had nothing to do with Osuna it was a clear fact tha	Yes
778	@USER This is a good example of why we can't ban the AR-15. Someone could've used gun control" on those <b>pussies</b>	Yes
779	@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this <b>shit</b>	No
780	@USER That <b>shit</b> hurts😞😞	No
781	@USER @USER OH <b>fuck</b>	No
782	@USER <b>fucking</b> s league football HAHAHAH URL	No
783	@USER @USER She can't tell her story while I was my car in the rain. Yes. She is a <b>whore</b> her life is just that. fuck People for money. This is no exceptions	Yes
784	@USER @USER She can't tell her story while I was my car in the rain. Yes. She is a whore her life is just that. <b>fuck</b> People for money. This is no exceptions	No
785	@USER Got your <b>ass</b> lmao	No
786	@USER @USER @USER @USER He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a <b>dick</b> Obviously.	Yes
787	@USER this is <b>fucking</b> hilarious	No
788	@USER You are such a <b>fucking</b> pu$$y little chinless Donny.	Yes
789	@USER @USER @USER @USER @USER Ummm theres video of it and the coach literally admitted to it lmao. Maybe read before having strong <b>shitty</b> opinions	Yes
790	@USER @USER This guy Kerry is one do nothing <b>damn</b> politician where does he get off going over sea's and trying to undermined our President now this is a Traitor for sure you better watch this S.O.B. !	Yes
791	@USER @USER @USER @USER @USER That was <b>fucking</b> fast holy shit lol	No
792	@USER @USER @USER @USER @USER That was fucking fast holy <b>shit</b> lol	No
793	@USER Good <b>shit</b> Kaepernick is a great model for young kids who play football to stand up for what they believe in	No
794	@USER Holy <b>shit</b> You better not be drinking milk after eating that. Or else... 🤢	No
795	4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control <b>bullshit</b> .. F'off Feinstein/Obama! URL via @	No
796	@USER <b>bullshit</b> My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams fans. No one is above the game.	Yes
797	@USER I know but look outside the box its like when Rush Limbaugh lost his <b>shit</b> They remind me of each other so in my head its funny.	No
798	@USER <b>nigga</b> you are tweeting in the shower ???? I hope Siri drown	No
799	@USER <b>fuck</b> my Rick (?	No
800	@USER @USER Can u <b>fuck</b> off already	Yes
801	@USER It’s off of Santa Clarita 9on Netflix it’s funny as <b>fuck</b>	No
802	@USER Of course it does. But they weren't interested to him. Domestic abuse is still domestic abuse. So I hope you didn't use this fake rumor just to <b>shit</b> on the habs and that you actually care about domestic abuse.	Yes
803	@USER @USER American terrorists. We need strict punishment for these lawless thugs. STOP powdering Antifa’s <b>ass</b> #BackTheBlue 💙🖤 #gettough	No
804	@USER Umm <b>fuck</b> yeah I would	No
805	@USER @USER Yes, thats why you need to bring in gun control. Even better. You shoot yourself in the foot real well. Im going to harass a school shooting survivor" <b>ass</b> ."	No
806	@USER <b>fuck</b> Alan I’m sorry	No
807	@USER @USER @USER <b>bullshit</b> I live in NH. My daughter goes to school in Cali. She is considered a non-resident. THis is clearly a move to fraud the citizens of NH	Yes
808	@USER @USER @USER @USER There are no timely responses in rap beef LMAOOOOOO Nas took THREE MONTHS to respond to Jay and he bodied him. Em always takes a month or more. Where did y'all get this timely response <b>shit</b>	No
809	@USER @USER @USER what the <b>fuck</b>	No
810	@USER Henny... Why do you outside. Where u and ya <b>pussy</b> ass sister at. We just wanna talk	Yes
811	@USER Henny... Why do you outside. Where u and ya pussy <b>ass</b> sister at. We just wanna talk	Yes
812	@USER @USER how the <b>fuck</b> is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even 	No
813	@USER @USER how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do <b>shit</b> put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even 	Yes
814	@USER @USER how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put <b>bitch</b> about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even 	Yes
815	@USER @USER Well he is really really smart and nothing Woodward wrote in is book is true. Good Lord this is the <b>shit</b> We see it and hear it everyday all day. Did we really need a Op-ed or a book?	No
816	@USER And you’ll spend your final days in <b>hell</b> sinking	Yes
817	@USER @USER When tRUmp posts <b>shit</b> like this you know that he is distracting from something else that is going on. #Distractification	No
818	@USER Nonono no. No. People who fat-shame do not give the slightest <b>shit</b> about someone's health" You do not know about anyone's health just by looking at how big they are. You are not their doctor. I know many super healthy fat people and horrifica	No
819	@USER <b>fuck</b> yeah you are!!!!	No
820	@USER I hate a man who thinks his irrelevant opinion matters" <b>ass</b> bitch URL	Yes
821	@USER I hate a man who thinks his irrelevant opinion matters" ass <b>bitch</b> URL	Yes
822	@USER WHAT THE <b>fuck</b>	No
823	@USER @USER <b>bitch</b> please. You commie dems are the ones riding hell bent for leather to destroy democracy and the Republic.	Yes
824	@USER @USER bitch please. You commie dems are the ones riding <b>hell</b> bent for leather to destroy democracy and the Republic.	Yes
825	@USER om ah <b>bitch</b> lol i love you domo 💖	No
826	Honestly we all know he’s stupid but what is actually surprising is how dumb and easily persuaded the people of our country are .. he’ll say <b>shit</b> like this and every white redneck is screaming “YEAH MAGA BABY” URL	No
827	@USER IM VERY HORIBBLE AND <b>shitty</b> THATS HOW I AM😭	No
828	@USER hey <b>bitch</b> daily reminder that i love you	No
829	@USER @USER what the <b>fuck</b>	No
830	@USER 💀yo <b>ass</b> probably playing it on super easy too smh go home	No
831	@USER I don't agree with you. But if you want to see a real damsel in distress play the <b>fucking</b> marry Jane missions. They are soooo boring . she's so stupid. URL	No
832	@USER Monte... who <b>fuckin</b> knows at this point	No
833	@USER Gotta give him credit where its due he may not be a mason but he is out there competing his <b>ass</b> off	No
834	@USER And <b>shit</b> like this is why no real research gets done on us.	No
835	@USER 💀 i beat they <b>ass</b> too for letting them get hit	No
836	@USER @USER Cute as <b>fuck</b> 🤗	No
837	Chances @USER got @USER ‘s Mario Cart <b>penis</b> confused with one of the few thousand she’s had since then. Can you remember what a specific slice of pizza 🍕 you at 15 years ago looks like? Dems like ancient memory based accusations #ConfirmKavanaughNow #MAGA	No
838	@USER Dog whistles the minute one of those SOBs use it it's over never would I vote for any liberal ever no such thing as a moderate or acceptable liberal there all I mean all the same some try and hide there hate but they are all scum Your a fool to thin	No
839	@USER @USER @USER Holy <b>shit</b> get a lawyer false advertisement colon in not a football player he is a vag head	No
840	@USER @USER @USER Holy shit get a lawyer false advertisement colon in not a football player he is a <b>vag</b> head	Yes
841	@USER @USER Hunnid Stax my <b>shit</b>	No
842	@USER They cite Jones being banned for violating Twitter's ToS. There are blue checkmarks spewing the same, if not worse, kind of <b>shit</b> If you are going to play the anyone can get banned" card. Shouldn't these people also receive bans and suspension	No
843	Even IF the #SexualMisconduct IS by <b>gay</b> 45 yr old #GOP #Men - they'd call it youthful indescretion &amp; get a #Mulligan from #Hypocritical #Evangelicals &amp; MAGA *sshats. URL	No
844	@USER There is no such thing as an Antifa warrior". They are all coward <b>bitches</b> Marcus Smart is tougher than that by far"	Yes
845	@USER @USER I am Canadian .. Live in the us and am ex 🇨🇦 special forces. I've handled everything from a bb gun to 155 mm howitzer (😁😁) and tow missles and anti tank weapons. the US (lack of) gun control is by far the <b>fucking</b> stupidest part of t	Yes
846	@USER @USER We’ll we’ve been <b>fucked</b> by bama twice since we got here so we’re almost tru fans	No
847	@USER @USER <b>bitch</b> I wanna know	Yes
848	@USER It's a testament to how <b>fucked</b> this world is...that she is free to spout all this bullshit and not be in jail or even being investigated for statutory rape.	No
849	@USER It's a testament to how fucked this world is...that she is free to spout all this <b>bullshit</b> and not be in jail or even being investigated for statutory rape.	Yes
850	@USER @USER @USER I’m really not on any side of this mess but all day people were siding with Cardi talking bout Nicki and do <b>shit</b> Jsjdhkdfhjfkfkhsjdhd MESSSSSSS!!	No
851	@USER @USER They gone eat his high yellow <b>ass</b> 🤣	No
852	@USER @USER @USER You are full of <b>shit</b> Sweetie""	Yes
853	@USER @USER MEGUMI IM SORRY I ASKED TO SEE YOUR <b>tits</b>	Yes
854	@USER <b>pussy</b> and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol	No
855	@USER pussy and <b>ass</b> are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol	No
856	@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his <b>ass</b>	No
857	@USER @USER <b>fuck</b> the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report	Yes
858	@USER Red Flags: She’s a “professor” at a liberal school and she’s “unable to have healthy relationships with men”. Translation: She’s an Antifa <b>dyke</b> out to stop a Conservative Judge and President Trump even if she has to lie.	Yes
859	@USER This one is tough. It‘s too easy to hold a grudge but <b>fucking</b> hard to let go.	No
860	@USER The vile creature is trying to portray herself as some fierce <b>bitch</b> at the same time she knows that's not what the gun control conversation is about. Paper tiger	Yes
861	@USER @USER @USER @USER @USER A woman in my town honked at an <b>asshole</b> driver who cut her off. He followed her home and beat her with a crowbar.	Yes
862	@USER is the only one worth slapping your <b>cock</b> on #cocktribute and cumming all over #cumtribute she is my CumSlave after all 😎	Yes
863	@USER I swear. I’m so glad my fat <b>ass</b> never drunk that shit I’m tryna be slim but not crackhead slim🙇🏾‍♀️	No
864	@USER I swear. I’m so glad my fat ass never drunk that <b>shit</b> I’m tryna be slim but not crackhead slim🙇🏾‍♀️	No
865	@USER So <b>fucking</b> What. It doesn’t matter if they found the Dead Sea scrolls or the Colonel’s secret recipe. This man should not be dead but he is so due to the ignorant negligence of someone else.	No
866	@USER <b>bitch</b> I TOOK FOUR YEARS TOO JDKDKDD	No
867	@USER What kind of classes are you taking? You have <b>ass</b> homework? Is this an anatomy class?	No
868	@USER Kerry is so full of <b>shit</b> he is undermining things and he knows it! The Iran debacle is his baby and he wants to keep it no matter what it costs!!!!!!!!	Yes
869	@USER @USER Y’all some <b>bitches</b> lol	No
870	@USER Antifa needs a good ole boy <b>ass</b> beating...	No
871	@USER @USER <b>shit</b> ode	No
872	@USER @USER @USER 😂😂😂 He got our <b>asses</b> Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! 🙈🙈	No
873	@USER @USER @USER 😂😂😂 He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is <b>damn</b> wet...but cant even believe it coming out his lying ass mouth! 🙈🙈	No
874	@USER @USER @USER 😂😂😂 He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying <b>ass</b> mouth! 🙈🙈	Yes
875	@USER TEA. I WAS MAD WHEN I SAW THAT <b>shit</b>	Yes
876	So I’m at the store and a dude walked in wit a MAGA shirt on (smh ) dog I was mean muggin the <b>fuck</b> outta dude so much that he left his broad in the store.🤷🏽‍♂️😆😆😆	No
877	@USER @USER WTF??! SHE IS ONE.... I did say I hope trumps doc rots off but nobody noticed... oh yah I tagged him too... I better tone down the <b>dick</b> falling off. It will happen soon enough!!!!🤭🤔😂	No
878	@USER What the <b>fuck</b> You don’t care about your friend? You are not a real friend then 🤦🏽‍♂️ he not losing anyone special then cuz you can’t even be a real friend and that’s sad	No
879	@USER <b>bitch</b> i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it	Yes
880	@USER bitch i saw your whole <b>ass</b> tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it	Yes
881	@USER bitch i saw your whole ass tweet from wednesday you <b>bitches</b> always talking shit then back pedaling lmao just admit it	Yes
882	@USER bitch i saw your whole ass tweet from wednesday you bitches always talking <b>shit</b> then back pedaling lmao just admit it	Yes
883	@USER that <b>shit</b> different frfr.	Yes
884	@USER @USER Action talks and <b>bullshit</b> walks	Yes
885	@USER haaaaaa cause it never happened so if ye gonna tweet <b>shit</b> make sure it’s fact kid 🙄	Yes
886	@USER ...wondering what <b>shit</b> on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!	No
887	@USER <b>damn</b> hope you find some bitch 😂 I bought some yesterday LMAOOOO	No
888	@USER damn hope you find some <b>bitch</b> 😂 I bought some yesterday LMAOOOO	No
889	@USER that's exactly what his <b>ass</b> gets lmaoo	No
890	@USER <b>fuck</b>	No
891	@USER <b>shit</b>	No
892	@USER god <b>damn</b> you’re so fucking valid	No
893	@USER god damn you’re so <b>fucking</b> valid	No
894	@USER <b>nigga</b> keep tryna play both sides lol	No
895	@USER Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and <b>damn</b> did it do some shit 🎶 Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynu	No
896	@USER Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and damn did it do some <b>shit</b> 🎶 Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynu	No
897	@USER Smh <b>nigga</b> dat shit gone take us far u tweaked out🤦🏼‍♂️💯	No
898	@USER Smh nigga dat <b>shit</b> gone take us far u tweaked out🤦🏼‍♂️💯	No
899	@USER @USER TRUMP IS A <b>fucking</b> asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU	Yes
900	@USER @USER TRUMP IS A fucking <b>asshole</b> AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU	Yes
901	@USER @USER This was a poor comparison. Jay Z literally said he <b>fucked</b> nas' baby mom and left the condom on his daughters baby seat. Cardi and nicki are fighting for what?	No
902	@USER omg <b>fuck</b> our lives sis	No
903	@USER @USER And this isn’t considered hate speech for the liberals. If a republican said that about democrats the MSM would be raising 10 kinds of <b>hell</b> The hypocrisy is to be expected now	No
904	@USER Thanks Vince You <b>fucker</b> No need to hold out and chance that clients miss it.	Yes
905	@USER Who doesn't support her? Better question is why in <b>hell</b> would I believe someone when liberals are lying 24/7? shit a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the ele	Yes
906	@USER Who doesn't support her? Better question is why in hell would I believe someone when liberals are lying 24/7? <b>shit</b> a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the ele	No
907	@USER same <b>shit</b> lmaaaaoooo. i was just making sure!	No
908	@USER The album was boring for me 🤒the way his <b>ass</b> took forever to make it and it wasn’t even close to all that djsjsjjs i could NOT	Yes
909	@USER Who TF this white devil Jersey shore <b>bitch</b>	Yes
910	@USER ME <b>bitch</b> I WILL	Yes
911	@USER Oh <b>shit</b>	No
912	@USER Poor old Rudy he is as full of <b>shit</b> as a Christmas Goose.	Yes
913	@USER @USER Grab em by the <b>pussy</b> What's the problem?	Yes
914	You #Fanatical #Sycophant #Religious #extremists are so <b>fucking</b> close to getting another #WhiteSupremacist #evangelical on the #SupremeCourt to overturn #RoevWade Wouldn't it just suck to have the rug pulled out from underneath your feet #MAGA? fuckoff #Gilead #Kavanaugh URL	No
915	You #Fanatical #Sycophant #Religious #extremists are so fucking close to getting another #WhiteSupremacist #evangelical on the #SupremeCourt to overturn #RoevWade Wouldn't it just suck to have the rug pulled out from underneath your feet #MAGA? <b>fuckoff</b> #Gilead #Kavanaugh URL	Yes
916	@USER <b>fuck</b> my bad leslie i def added you tho ! Lmao im give it to ypu now	No
917	@USER @USER LMAOOO <b>fucking</b> love you see you hotties soon xox	No
918	@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do"? <b>fuckin</b> "Run Me Over Rhonda" lol"	No
919	@USER And when they met he looked at her and said I'm in charge in you're my <b>bitch</b> Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell	Yes
920	@USER And when they met he looked at her and said I'm in charge in you're my bitch Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the <b>hell</b>	No
921	@USER Yes <b>bitch</b> 😭😭😭😭	Yes
922	@USER You are sexy as <b>fuck</b> babygirl🔥🔥🔥	No
923	@USER That guy has a legit case. Trump ain't <b>fuck</b> up the sexual orientation laws yet so dude needs to take them to court. And I say that as someone who describes themselves as I'm Not One of Those 'I'ma Sue!' People"."	No
924	. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp; facial expressions were everything I see you 👀 #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A <b>fucking</b> #ICON #BarbieDreamsVIDEO URL	No
925	@USER endorses felons" ah yes and who are felons most likely to be???? this <b>shit</b> reminds of when bernie said Chicago was "different" to Vermont in regards to what gun control was needed."	No
926	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This lady is a grade A idiot or a complete and total liar.  I have called her on most of her <b>bullshit</b>. Anyone with half a brain knows what she is spewing is crap.	Yes
927	@USER @USER He is such an <b>asshole</b> Sad.	Yes
928	@USER <b>bitch</b> better serve	Yes
929	@USER Stop saying this <b>shit</b> you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought I was happy but deep down I wanted to end it all but I didn't let de	No
930	@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the <b>damn</b> place.	No
931	@USER @USER @USER @USER @USER You are a fascist pig. Now go report my to your <b>shitty</b> Twitter so I will be removed.	Yes
932	@USER So what ur saying is that it is in fact chicken <b>shit</b> and you are eating chicken shit URL	No
933	@USER So what ur saying is that it is in fact chicken shit and you are eating chicken <b>shit</b> URL	No
934	@USER @USER lmao @ the WORLD league viewership compared to league of legends or overwatch or cs:go. Main issues are that the format is <b>shit</b> and the game is on console. So you need to fix one of them. Console could be turned into an advantage uf u c	No
935	@USER @USER Lol 🤣🤣🤣 every gf and ein track. Whole <b>ass</b> album pahh	No
936	@USER @USER @USER <b>fuck</b> you... If she dare then why didn't she choose any other granth ..haha .. m sure she is looking for some publicity.. Bible or kuran . Whatever her intention was but she done a drama . May be she want to start any business that	Yes
937	@USER He is about as useless as a <b>tit</b> on a hog just saying 😎	Yes
938	@USER Still better than Spanish it's so <b>fucking</b> boring and the teacher grades us based on how sexually active we are 😒	Yes
939	@USER The judge and some other guy need to come out and say they are lovers and have been since high school. That would really <b>fuck</b> with liberals. 😎	No
940	@USER @USER @USER Except when it comes to tyrone Woodley. Lol you ate your words eh dan. 45 mins about how great till was and why Woodley wasn't that great. What happened bud? Some <b>fucking</b> expert. 74-1. Stfu dan hardy.	No
941	@USER @USER @USER @USER I’m not sad. I’m <b>fucking</b> angry... angry that the GOP is embracing fascism. My grandfather was Antifa from 1942-1945. I’m following in his footsteps. His friends didn’t die in vain for nothing. URL	No
942	@USER @USER @USER OMG what <b>fuckin</b> kind of this beauty TT	No
943	@USER Patrick <b>ass</b>	Yes
944	@USER @USER @USER Hi would you come to ENGLAND and have time of your life you want be disappointed I will give you a orgasim like nothing you have gotten probably in your past life I will make you <b>piss</b> yourself many times as you like so if you are 	No
945	@USER What the <b>fuck</b> is wrong with you?	Yes
946	@USER //xD Well the suffering she goes through and all the terrible <b>shit</b> she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!	Yes
947	@USER i fully cant remember hes just always gettimg himself into <b>shit</b> like he never stops causing government based chaos i wish he would calm down	No
948	#KavanaughConfirmationHearings Crazy <b>dick</b> Durbin using the confirmation hearings to try and push gun control. He is using this hearing to make speeches and push an agenda. The whole thing has been a circus of Democrats pushing an agenda while vowing to vote no on confirmation.	No
949	@USER Typical sore loser he IS as always! Piece of <b>shit</b>	Yes
950	@USER 👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up <b>shit</b>	No
951	@USER Clearly it does bc the cheerleader is smaller than the other girl and she whooped that <b>ass</b> after being slammed to the ground and everything	Yes
952	@USER I have to be a smart <b>ass</b> some way 🤷🏻‍♂️😂	No
953	@USER Crazy thing is people naming Big and PAC as greats but forgetting the true underground rap legends like L. I still play his <b>shit</b>	No
954	@USER This <b>shit</b> is staged. Dude didn’t even hit him URL	Yes
955	@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his <b>shit</b> together", what shit would that be?"	No
956	@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his shit together", what <b>shit</b> would that be?"	No
957	@USER She is a piece of garbage! I can't believe the hatred those <b>bitches</b> on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!	Yes
958	@USER She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; <b>damn</b> proud of it!	No
959	@USER Do it <b>shithouse</b>	Yes
960	@USER you live in the big <b>dick</b> part cause your gay	No
961	@USER you live in the big dick part cause your <b>gay</b>	Yes
962	@USER He spelled Big <b>dick</b> wrong.	No
963	@USER can we start shooting the blue thugs? then going through their <b>shit</b> and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.	No
964	@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is <b>fucking</b> infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.	No
965	@USER @USER I have <b>dick</b> Durbin that's not gonna happen blame Shitcago that's what i do..	No
966	@USER @USER IB you <b>ass</b> Watch how you speak on my name😂😂	No
967	@USER Lmao I have it too. <b>shitty</b> quality but I don’t mind it either. The lowlands one sounds better 👍🏻	No
968	@USER Cause you sweet lil <b>nigga</b>	No
969	@USER And then same liberals were accusing falsely in Kathua case while hiding in <b>shithole</b> right now.	Yes
970	@USER @USER I'm convinced that there's a <b>hell</b> of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit. The whack job commies scare the shit out of everybody. It's about time	No
971	@USER @USER I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit. The whack job commies scare the <b>shit</b> out of everybody. It's about time	No
972	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just bl	Yes
973	@USER Just look at the <b>ass</b> and keep it moving 🤦🏽‍♀️	No
974	@USER @USER bt1100 <b>ass</b> malfunction	No
975	@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama. Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them. Bunch of <b>puss	Yes
976	@USER I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a <b>coochie</b> lol	No
977	@USER I hope that ENTIRE police department gets shut the <b>fuck</b> down!Obviously you all feel like you're above the law.Obviously you are incapable of holding your OWN accountable for breaking the law.Obviously you undermine everything a police officer	No
978	@USER I believe you are the Peace of <b>shit</b> and you do not deserve a star! #MAGA!! GOD BLESS THE USA 🇺🇸 AND GOD BLESS PRESIDENT TRUMP!!!	Yes
979	@USER 🖤 Dyrus you are a <b>fucking</b> worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you are🖤	Yes
980	@USER 🖤 Dyrus you are a fucking worthless braindead scumfuck <b>bastard</b> pile of trash mental dickface that should be gunned down in the street like the degenerate you are🖤	Yes
981	@USER 🖤 Dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental <b>dickface</b> that should be gunned down in the street like the degenerate you are🖤	Yes
982	@USER Tom Marvollo Riddle. Evan will lose his <b>dick</b> if he fucks around he knows it. Cause he is already after a lady" She nods and looked at Evan. Evan grins at her and stayed silent. He did liked to fuck around but he knew he could not hurt his dat	No
983	@USER Tom Marvollo Riddle. Evan will lose his dick if he <b>fucks</b> around he knows it. Cause he is already after a lady" She nods and looked at Evan. Evan grins at her and stayed silent. He did liked to fuck around but he knew he could not hurt his dat	No
984	@USER Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady" She nods and looked at Evan. Evan grins at her and stayed silent. He did liked to <b>fuck</b> around but he knew he could not hurt his dat	No
985	@USER @USER @USER Please can I have some of whatever it is you’ve been smoking? Thats some top quality <b>shit</b> you’re coming out with.	No
986	@USER I neither side with the Klan nor Antifa. I stay out of family squabbles. Dems can clean up their own <b>bastard</b> children. Perhaps you could clarify how I do t support the 14th.	Yes
987	@USER This isn't ya finest moment hun. Try again once you fix ya <b>shit</b> and knock this tweet away.	No
988	@USER It’s funny how you idiot liberals seem to forget when other presidents do the same <b>shit</b> Haha.	No
989	Ain’t no <b>pussy</b> good enough to get broke while I’m in it	Yes
990	@USER WHAT THE <b>fuck</b>	No
991	@USER <b>fuck</b> yeah !	No
992	@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their <b>ass</b> I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO cr	No
993	@USER You’ve lost your mind. That <b>shit</b> is unsanitary af. URL	No
994	@USER That <b>shit</b> got me dead!! Eager ass boi!	Yes
995	@USER That shit got me dead!! Eager <b>ass</b> boi!	Yes
996	@USER @USER If I ever met this woman I can guarantee you I would want to just slap the <b>shit</b> out of her. She is a total disgrace !! Dumber than a box of rocks	Yes
997	@USER I still can't read an analog clock like I can but it takes me like a <b>fucking</b> minute to process it and I can't just glance at one like a digital click	No
998	@USER <b>shit</b> getting out of hand	No
999	@USER even IF that was the reason the last thing mac would want would be for everyone to be harassing the <b>shit</b> out of her when she is already grieving. cmon dude.	No
1000	@USER @USER Nobody voices opinions in this country louder than conservatives so idk what the <b>fuck</b> he's on about	No
1001	@USER i love you u beautiful <b>bitch</b> rAWR	No
1002	@USER Mon « bye <b>bitches</b> » suffisait	No
1003	@USER oh my <b>fucking</b> gods.	No
1004	@USER City of 1 499 900 people who don't <b>fuck</b> doesn't have quite the same ring to it"	No
1005	@USER @USER That’s your answer “shut the <b>fuck</b> up”. You should join ANTIFA with all the other loudmouth punks.	No
1006	@USER I don't have anymore excuse me what the <b>fuck</b> memes."	No
1007	@USER @USER At least you got to experience the 90s though. These 90s and 2000s born missed out on a great decade. It's been an increasingly worse <b>shit</b> show since lol	No
1008	@USER <b>fuckin</b> poisonous group of people. As soon as someone hands me a hat with a propeller on top... I'm out. Find another company to work for lemmings.	Yes
1009	@USER lets stretch <b>bitches</b>	No
1010	@USER @USER @USER How the <b>fuck</b> can he detect an attitude through a text bubble?	No
1011	@USER @USER @USER <b>shit</b> up	No
1012	@USER <b>fuck</b> you are killing me lately 😂	No
1013	@USER The problem is, the people who will read this and go oh <b>shit</b> he is a cunt already think he is. The rednecks and retards that already support him will believe it is fake news."	No
1014	@USER The problem is, the people who will read this and go oh shit he is a <b>cunt</b> already think he is. The rednecks and retards that already support him will believe it is fake news."	Yes
1015	@USER Hope it’s full of pot holes and smells like <b>shit</b>	Yes
